PhotochemCAD ID,Compound Category,Name,Synonym,CAS,Source,Absorption Wavelength,Absorption epsilon,Absorption coefficient,Quantum Yield,Solvent
K09,https://photochemcad.com/databases/common-compounds/cyanine-dyes,"3,3'-Diethyloxatricarbocyanine iodide","DOTC, DOTCI",15185-43-0,,687.5,,,0.49,ethanol
K10,https://photochemcad.com/databases/common-compounds/cyanine-dyes,"1,1'-Diethyl-3,3,3',3'-tetramethylindocarbocyanine Iodide",,14696-39-0,,544.25,,,0.07,methanol
K11,https://photochemcad.com/databases/common-compounds/cyanine-dyes,"1,1'-Diethyl-3,3,3',3'-tetramethylindodicarbocyanine Iodide",,17094-16-5,,637.5,,,0.4,methanol
K12,https://photochemcad.com/databases/common-compounds/cyanine-dyes,"1,1'-Diethyl-3,3,3',3'-tetramethylindotricarbocyanine Iodide",HITCI,15185-47-4,,742.25,,,0.28,ethanol
K13,https://photochemcad.com/databases/common-compounds/cyanine-dyes,Indocyanine Green,"ICG, Cardiogreen",3599-32-4,"Sigma-Aldrich, I2633",789,,,0.05,ethanol
K14,https://photochemcad.com/databases/common-compounds/cyanine-dyes,"3,3'-Diethylthiacarbocyanine iodide","DTC, DTCI",905-97-5,,559.25,,,0.05,ethanol
K15,https://photochemcad.com/databases/common-compounds/cyanine-dyes,"3,3'-Diethylthiadicarbocyanine iodide","DTDC, DTDCI",514-73-8,,655.75,,,0.35,ethanol
K16,https://photochemcad.com/databases/common-compounds/cyanine-dyes,"3,3'-Diethylthiatricarbocyanine iodide","DTTC, DTTCI",3071-70-3,,763.25,,,,isopropanol
K17,https://photochemcad.com/databases/common-compounds/cyanine-dyes,Merocyanine 540,,62796-23-0,,559.5,,,0.39,ethanol
K18,https://photochemcad.com/databases/common-compounds/cyanine-dyes,"4-(dicyanomethylene)-2-methyl-6-(p-dimethylaminostyryl)-4H-pyran, [DCM]",DCM,51325-91-8,,468,,,0.43,methanol
K19,https://photochemcad.com/databases/common-compounds/cyanine-dyes,Stains all,"3,3_-Diethyl-9-methyl-4,5,4_,5_-dibenzothiacarbocyanine",7423-31-6,"Sigma-Aldrich, E9379",575.5,,,0,
K01,https://photochemcad.com/databases/common-compounds/cyanine-dyes,"1,1'-Diethyl-2,2'-cyanine iodide",DEC,977-96-8,,524.25,,,,ethanol
K02,https://photochemcad.com/databases/common-compounds/cyanine-dyes,"1,1'-Diethyl-2,2'-carbocyanine iodide","Pinacyanol iodide, DECC",605-91-4,,603.5,,,0.001,methanol
K03,https://photochemcad.com/databases/common-compounds/cyanine-dyes,"1,1'-Diethyl-2,2'-dicarbocyanine iodide",DDI,14187-31-6,"Sigma-Aldrich, 392197",711,,,0.0028,ethanol
K04,https://photochemcad.com/databases/common-compounds/cyanine-dyes,"1,1'-Diethyl-4,4'-cyanine iodide",,4727-49-5,"Sigma-Aldrich, 291331",592,,,,ethanol
K05,https://photochemcad.com/databases/common-compounds/cyanine-dyes,"1,1'-Diethyl-4,4'-carbocyanine iodide","DCI, Cryptocyanine, Kryptocyanin",4727-50-8,,709.5,,,0.007,ethanol
K06,https://photochemcad.com/databases/common-compounds/cyanine-dyes,"1,1'-Diethyl-4,4'-dicarbocyanine iodide",,18300-31-7,"Sigma-Aldrich, 392200",818,,,0.033,DMSO
K07,https://photochemcad.com/databases/common-compounds/cyanine-dyes,"3,3'-Diethyloxacarbocyanine iodide","DOC, DOCI",905-96-4,,485,,,0.05,methanol
K08,https://photochemcad.com/databases/common-compounds/cyanine-dyes,"3,3'-Diethyloxadicarbocyanine iodide","DODC, DODCI",14806-50-9,,582,,,0.49,ethanol
K09,https://photochemcad.com/databases/common-compounds/cyanine-dyes,"3,3'-Diethyloxatricarbocyanine iodide","DOTC, DOTCI",15185-43-0,,687.5,,,0.49,ethanol
K10,https://photochemcad.com/databases/common-compounds/cyanine-dyes,"1,1'-Diethyl-3,3,3',3'-tetramethylindocarbocyanine Iodide",,14696-39-0,,544.25,,,0.07,methanol
K11,https://photochemcad.com/databases/common-compounds/cyanine-dyes,"1,1'-Diethyl-3,3,3',3'-tetramethylindodicarbocyanine Iodide",,17094-16-5,,637.5,,,0.4,methanol
K12,https://photochemcad.com/databases/common-compounds/cyanine-dyes,"1,1'-Diethyl-3,3,3',3'-tetramethylindotricarbocyanine Iodide",HITCI,15185-47-4,,742.25,,,0.28,ethanol
K13,https://photochemcad.com/databases/common-compounds/cyanine-dyes,Indocyanine Green,"ICG, Cardiogreen",3599-32-4,"Sigma-Aldrich, I2633",789,,,0.05,ethanol
K14,https://photochemcad.com/databases/common-compounds/cyanine-dyes,"3,3'-Diethylthiacarbocyanine iodide","DTC, DTCI",905-97-5,,559.25,,,0.05,ethanol
K15,https://photochemcad.com/databases/common-compounds/cyanine-dyes,"3,3'-Diethylthiadicarbocyanine iodide","DTDC, DTDCI",514-73-8,,655.75,,,0.35,ethanol
K16,https://photochemcad.com/databases/common-compounds/cyanine-dyes,"3,3'-Diethylthiatricarbocyanine iodide","DTTC, DTTCI",3071-70-3,,763.25,,,,isopropanol
K17,https://photochemcad.com/databases/common-compounds/cyanine-dyes,Merocyanine 540,,62796-23-0,,559.5,,,0.39,ethanol
K18,https://photochemcad.com/databases/common-compounds/cyanine-dyes,"4-(dicyanomethylene)-2-methyl-6-(p-dimethylaminostyryl)-4H-pyran, [DCM]",DCM,51325-91-8,,468,,,0.43,methanol
K19,https://photochemcad.com/databases/common-compounds/cyanine-dyes,Stains all,"3,3_-Diethyl-9-methyl-4,5,4_,5_-dibenzothiacarbocyanine",7423-31-6,"Sigma-Aldrich, E9379",575.5,,,0,
,,,,,,,,,,
L01,https://photochemcad.com/databases/common-compounds/arylmethane-dyes,Auramine O,"Basic Yellow 2, Pyoctaninum aureum",2465-27-2,,431.25,,,0.03,glycerol
L02,https://photochemcad.com/databases/common-compounds/arylmethane-dyes,Malachite Green,Basic Green 4,2437-29-8,,616.5,,,,water
L03,https://photochemcad.com/databases/common-compounds/arylmethane-dyes,Crystal Violet,Basic Violet 3,548-62-9,,590.5,,,0.019,glycerol
L04,https://photochemcad.com/databases/common-compounds/arylmethane-dyes,p-Fuchsin,Basic Fuchsin,632-99-5,"Alfa Aesar, A12952",543,,,,PBS
L05,https://photochemcad.com/databases/common-compounds/arylmethane-dyes,Methyl Violet,Basic Violet 1,8004-87-3,"Sigma-Aldrich, 69710",585,,,,PBS
L06,https://photochemcad.com/databases/common-compounds/arylmethane-dyes,Methyl Green,,7114-03-6,"Sigma-Aldrich, M8884",632,,,,PBS
L07,https://photochemcad.com/databases/common-compounds/arylmethane-dyes,Methyl Blue,Acid Blue 93,28983-56-4,"Sigma-Aldrich, 95290",590,,,,PBS
L08,https://photochemcad.com/databases/common-compounds/arylmethane-dyes,Phenolphthalein,,77-09-8,"TCI, P0094",554,,,,0.1 N NaOH aq
L09,https://photochemcad.com/databases/common-compounds/arylmethane-dyes,Phenol Red,Phenolsulfonphthalein,143-74-8,"TCI, P0100",558,,,,0.1 N NaOH aq
L10,https://photochemcad.com/databases/common-compounds/arylmethane-dyes,Cresol Red,,1733-12-6,"TCI, C0406",573,,,,0.1 N NaOH aq
L11,https://photochemcad.com/databases/common-compounds/arylmethane-dyes,Thymol Blue,,76-61-9,"TCI, T0235",597,,,,0.1 N NaOH aq
L01,https://photochemcad.com/databases/common-compounds/arylmethane-dyes,Auramine O,"Basic Yellow 2, Pyoctaninum aureum",2465-27-2,,431.25,,,0.03,glycerol
L02,https://photochemcad.com/databases/common-compounds/arylmethane-dyes,Malachite Green,Basic Green 4,2437-29-8,,616.5,,,,water
L03,https://photochemcad.com/databases/common-compounds/arylmethane-dyes,Crystal Violet,Basic Violet 3,548-62-9,,590.5,,,0.019,glycerol
L04,https://photochemcad.com/databases/common-compounds/arylmethane-dyes,p-Fuchsin,Basic Fuchsin,632-99-5,"Alfa Aesar, A12952",543,,,,PBS
L05,https://photochemcad.com/databases/common-compounds/arylmethane-dyes,Methyl Violet,Basic Violet 1,8004-87-3,"Sigma-Aldrich, 69710",585,,,,PBS
L06,https://photochemcad.com/databases/common-compounds/arylmethane-dyes,Methyl Green,,7114-03-6,"Sigma-Aldrich, M8884",632,,,,PBS
L07,https://photochemcad.com/databases/common-compounds/arylmethane-dyes,Methyl Blue,Acid Blue 93,28983-56-4,"Sigma-Aldrich, 95290",590,,,,PBS
L08,https://photochemcad.com/databases/common-compounds/arylmethane-dyes,Phenolphthalein,,77-09-8,"TCI, P0094",554,,,,0.1 N NaOH aq
L09,https://photochemcad.com/databases/common-compounds/arylmethane-dyes,Phenol Red,Phenolsulfonphthalein,143-74-8,"TCI, P0100",558,,,,0.1 N NaOH aq
L10,https://photochemcad.com/databases/common-compounds/arylmethane-dyes,Cresol Red,,1733-12-6,"TCI, C0406",573,,,,0.1 N NaOH aq
L11,https://photochemcad.com/databases/common-compounds/arylmethane-dyes,Thymol Blue,,76-61-9,"TCI, T0235",597,,,,0.1 N NaOH aq
,,,,,,,,,,
M01,https://photochemcad.com/databases/common-compounds/perylenes,Perylene,,198-55-0,,435.75,,,0.94,cyclohexane
M02,https://photochemcad.com/databases/common-compounds/perylenes,"Perylene, PMI","N-(2,6-diisopropylphenyl)perylene-3,4-dicarboximide",165550-61-8,,507,,,0.91,toluene
M03,https://photochemcad.com/databases/common-compounds/perylenes,"Perylene, PMI(OR)","9-(4-tert-butylphenoxy)-N-(2,6-diisopropylphenylL)-3,4-perylenedicarboximide",RRN 9309914,,507,,,0.82,toluene
M04,https://photochemcad.com/databases/common-compounds/perylenes,"Perylene, PMI(OR)3","1,6,9-tris(4-tert-butylphenoxy)-N-(2,6-diisopropyl-4-ethynylphenyl)-3,4-perylenedicarboximide",468083-01-4,,536,,,0.86,toluene
M05,https://photochemcad.com/databases/common-compounds/perylenes,"Perylene, PDI","N,N_-Bis(2,5-di-tert-butylphenyl)-3,4,9,10-perylenedicarboximide",83054-80-2,"Sigma-Aldrich, 264229",528,,,0.97,toluene
M01,https://photochemcad.com/databases/common-compounds/perylenes,Perylene,,198-55-0,,435.75,,,0.94,cyclohexane
M02,https://photochemcad.com/databases/common-compounds/perylenes,"Perylene, PMI","N-(2,6-diisopropylphenyl)perylene-3,4-dicarboximide",165550-61-8,,507,,,0.91,toluene
M03,https://photochemcad.com/databases/common-compounds/perylenes,"Perylene, PMI(OR)","9-(4-tert-butylphenoxy)-N-(2,6-diisopropylphenylL)-3,4-perylenedicarboximide",RRN 9309914,,507,,,0.82,toluene
M04,https://photochemcad.com/databases/common-compounds/perylenes,"Perylene, PMI(OR)3","1,6,9-tris(4-tert-butylphenoxy)-N-(2,6-diisopropyl-4-ethynylphenyl)-3,4-perylenedicarboximide",468083-01-4,,536,,,0.86,toluene
M05,https://photochemcad.com/databases/common-compounds/perylenes,"Perylene, PDI","N,N_-Bis(2,5-di-tert-butylphenyl)-3,4,9,10-perylenedicarboximide",83054-80-2,"Sigma-Aldrich, 264229",528,,,0.97,toluene
,,,,,,,,,,
N01,https://photochemcad.com/databases/common-compounds/xanthenes,Fluorescein,,2321-07-5,,500.25,,,0.97,ethanol (basic)
N02,https://photochemcad.com/databases/common-compounds/xanthenes,"2',7'-Dichlorofluorescein",,76-54-0,"TCI, D0371",502,,,0.58,30% tris buffered (in DMSO)
N03,https://photochemcad.com/databases/common-compounds/xanthenes,"3,4,5,6-Tetrachlorofluorescein",,6262-21-1,"TCI, T0066",509,,,0.65,PBS
N04,https://photochemcad.com/databases/common-compounds/xanthenes,Eosin B,"Acid Red 91, Saffrosine, Safrosin",548-24-3,"TCI, E0204",527,,,0.63,ethanol
N05,https://photochemcad.com/databases/common-compounds/xanthenes,Eosin Y,Acid Red 87,17372-87-1,"TCI, T0037",524.75,,,0.67,ethanol
N06,https://photochemcad.com/databases/common-compounds/xanthenes,Phloxine B,Acid Red 92,18472-87-2,"TCI, T0050",550,,,0.67,ethanol
N07,https://photochemcad.com/databases/common-compounds/xanthenes,Erythrosine B,,16423-68-0,"TCI, T0557",535,,,0.08,ethanol
N08,https://photochemcad.com/databases/common-compounds/xanthenes,Rose bengal,"Acid Red 94, 4,5,6,7-Tetrachloro-2',4',5',7'-tetraiodofluorescein",11121-48-5,,559,,,0.11,ethanol (basic)
N09,https://photochemcad.com/databases/common-compounds/xanthenes,Xantphos,"4,5-Bis(diphenylphosphino)-9,9-dimethylxanthene",161265-03-8,"Sigma-Aldrich, 526460",261,,,0.16,dichloromethane
N10,https://photochemcad.com/databases/common-compounds/xanthenes,Rhodamine 123,,62669-70-9,,511.75,,,0.86,ethanol
N11,https://photochemcad.com/databases/common-compounds/xanthenes,Rhodamine B,,81-88-9,,542.75,,,0.7,ethanol
N12,https://photochemcad.com/databases/common-compounds/xanthenes,Sulforhodamine B,Acid Red 52,3520-42-1,"Sigma-Aldrich, S1402",553,,,0.7,ethanol
N13,https://photochemcad.com/databases/common-compounds/xanthenes,Rhodamine 6G,,989-38-8,,529.75,,,0.95,ethanol
N14,https://photochemcad.com/databases/common-compounds/xanthenes,Rhodamine 101 inner salt,,41175-43-3 (116450-56-7),"Acros, 41906-0010",565,,,0.98,ethanol
N15,https://photochemcad.com/databases/common-compounds/xanthenes,Sulforhodamine 101,,60311-02-6,,576,,,0.9,ethanol
N01,https://photochemcad.com/databases/common-compounds/xanthenes,Fluorescein,,2321-07-5,,500.25,,,0.97,ethanol (basic)
N02,https://photochemcad.com/databases/common-compounds/xanthenes,"2',7'-Dichlorofluorescein",,76-54-0,"TCI, D0371",502,,,0.58,30% tris buffered (in DMSO)
N03,https://photochemcad.com/databases/common-compounds/xanthenes,"3,4,5,6-Tetrachlorofluorescein",,6262-21-1,"TCI, T0066",509,,,0.65,PBS
N04,https://photochemcad.com/databases/common-compounds/xanthenes,Eosin B,"Acid Red 91, Saffrosine, Safrosin",548-24-3,"TCI, E0204",527,,,0.63,ethanol
N05,https://photochemcad.com/databases/common-compounds/xanthenes,Eosin Y,Acid Red 87,17372-87-1,"TCI, T0037",524.75,,,0.67,ethanol
N06,https://photochemcad.com/databases/common-compounds/xanthenes,Phloxine B,Acid Red 92,18472-87-2,"TCI, T0050",550,,,0.67,ethanol
N07,https://photochemcad.com/databases/common-compounds/xanthenes,Erythrosine B,,16423-68-0,"TCI, T0557",535,,,0.08,ethanol
N08,https://photochemcad.com/databases/common-compounds/xanthenes,Rose bengal,"Acid Red 94, 4,5,6,7-Tetrachloro-2',4',5',7'-tetraiodofluorescein",11121-48-5,,559,,,0.11,ethanol (basic)
N09,https://photochemcad.com/databases/common-compounds/xanthenes,Xantphos,"4,5-Bis(diphenylphosphino)-9,9-dimethylxanthene",161265-03-8,"Sigma-Aldrich, 526460",261,,,0.16,dichloromethane
N10,https://photochemcad.com/databases/common-compounds/xanthenes,Rhodamine 123,,62669-70-9,,511.75,,,0.86,ethanol
N11,https://photochemcad.com/databases/common-compounds/xanthenes,Rhodamine B,,81-88-9,,542.75,,,0.7,ethanol
N12,https://photochemcad.com/databases/common-compounds/xanthenes,Sulforhodamine B,Acid Red 52,3520-42-1,"Sigma-Aldrich, S1402",553,,,0.7,ethanol
N13,https://photochemcad.com/databases/common-compounds/xanthenes,Rhodamine 6G,,989-38-8,,529.75,,,0.95,ethanol
N14,https://photochemcad.com/databases/common-compounds/xanthenes,Rhodamine 101 inner salt,,41175-43-3 (116450-56-7),"Acros, 41906-0010",565,,,0.98,ethanol
N15,https://photochemcad.com/databases/common-compounds/xanthenes,Sulforhodamine 101,,60311-02-6,,576,,,0.9,ethanol
,,,,,,,,,,
O01,https://photochemcad.com/databases/common-compounds/miscellaneous-dyes,Dansylglycine,[5-(Dimethylamino)naphthalene-1-sulfonyl]glycine,1091-85-6,,338.5,,,0.66,dioxane
O02,https://photochemcad.com/databases/common-compounds/miscellaneous-dyes,Lucifer Yellow CH,Lucifer Yellow CH dilithium salt,67769-47-5,,279.75,,,0.21,water
O03,https://photochemcad.com/databases/common-compounds/miscellaneous-dyes,Piroxicam,,36322-90-4,,325,,,0.035,hexane
O04,https://photochemcad.com/databases/common-compounds/miscellaneous-dyes,"1,2,3,4,5-Pentamethylcyclopentadiene",,4045-44-7,"Sigma-Aldrich, 214027",249,,,,ethanol
O05,https://photochemcad.com/databases/common-compounds/miscellaneous-dyes,Ethidium Bromide,,1239-45-8,"TCI, E0370",285,,,0.039,water
O06,https://photochemcad.com/databases/common-compounds/miscellaneous-dyes,"4',6-Diamidino-2-phenylindole, [DAPI]",DAPI,28718-90-3,,344,,,0.043,water
O07,https://photochemcad.com/databases/common-compounds/miscellaneous-dyes,Hoechst 33258,,23491-45-4,,345.5,,,0.034,water
O08,https://photochemcad.com/databases/common-compounds/miscellaneous-dyes,Squarylium dye III,,43134-09-4,,627.25,,,0.65,dichloromethane
O09,https://photochemcad.com/databases/common-compounds/miscellaneous-dyes,Ellagic Acid Dihydrate,,133039-73-3,"TCI, E0375",276,,,,PBS
O10,https://photochemcad.com/databases/common-compounds/miscellaneous-dyes,Betalamic Acid,,18766-66-0,,424,,,,water
O11,https://photochemcad.com/databases/common-compounds/miscellaneous-dyes,Betanin,,7659-95-2,"TCI, B0397",535,,,,PBS
O12,https://photochemcad.com/databases/common-compounds/miscellaneous-dyes,Rutin trihydrate,,153-18-4,"Acros, 132390050",205,,,,methanol
O13,https://photochemcad.com/databases/common-compounds/miscellaneous-dyes,Hesperidin,,520-26-3,"Acros, 123460050",203,,,,methanol
O01,https://photochemcad.com/databases/common-compounds/miscellaneous-dyes,Dansylglycine,[5-(Dimethylamino)naphthalene-1-sulfonyl]glycine,1091-85-6,,338.5,,,0.66,dioxane
O02,https://photochemcad.com/databases/common-compounds/miscellaneous-dyes,Lucifer Yellow CH,Lucifer Yellow CH dilithium salt,67769-47-5,,279.75,,,0.21,water
O03,https://photochemcad.com/databases/common-compounds/miscellaneous-dyes,Piroxicam,,36322-90-4,,325,,,0.035,hexane
O04,https://photochemcad.com/databases/common-compounds/miscellaneous-dyes,"1,2,3,4,5-Pentamethylcyclopentadiene",,4045-44-7,"Sigma-Aldrich, 214027",249,,,,ethanol
O05,https://photochemcad.com/databases/common-compounds/miscellaneous-dyes,Ethidium Bromide,,1239-45-8,"TCI, E0370",285,,,0.039,water
O06,https://photochemcad.com/databases/common-compounds/miscellaneous-dyes,"4',6-Diamidino-2-phenylindole, [DAPI]",DAPI,28718-90-3,,344,,,0.043,water
O07,https://photochemcad.com/databases/common-compounds/miscellaneous-dyes,Hoechst 33258,,23491-45-4,,345.5,,,0.034,water
O08,https://photochemcad.com/databases/common-compounds/miscellaneous-dyes,Squarylium dye III,,43134-09-4,,627.25,,,0.65,dichloromethane
O09,https://photochemcad.com/databases/common-compounds/miscellaneous-dyes,Ellagic Acid Dihydrate,,133039-73-3,"TCI, E0375",276,,,,PBS
O10,https://photochemcad.com/databases/common-compounds/miscellaneous-dyes,Betalamic Acid,,18766-66-0,,424,,,,water
O11,https://photochemcad.com/databases/common-compounds/miscellaneous-dyes,Betanin,,7659-95-2,"TCI, B0397",535,,,,PBS
O12,https://photochemcad.com/databases/common-compounds/miscellaneous-dyes,Rutin trihydrate,,153-18-4,"Acros, 132390050",205,,,,methanol
O13,https://photochemcad.com/databases/common-compounds/miscellaneous-dyes,Hesperidin,,520-26-3,"Acros, 123460050",203,,,,methanol
,,,,,,,,,,
P01,https://photochemcad.com/databases/common-compounds/dipyrrins,5-Phenyldipyrromethane,,107798-98-1,,208,,,,hexane
P02,https://photochemcad.com/databases/common-compounds/dipyrrins,5-Phenyldipyrrin,"meso-Phenyl-2,2'-dipyrromethene",118762-53-1,,432,,,,toluene
P03,https://photochemcad.com/databases/common-compounds/dipyrrins,"N,N'-Difluoroboryl-1,9-dimethyl-5-phenydipyrrin",,865479-43-2,,502.75,,,0.053,toluene
P04,https://photochemcad.com/databases/common-compounds/dipyrrins,"N,N'-Difluoroboryl-1,9-dimethyl-5-(4-iodophenyl)dipyrrin",,RRN 8641167,,515.5,,,0.23,toluene
P05,https://photochemcad.com/databases/common-compounds/dipyrrins,"N,N'-Difluoroboryl-1,9-dimethyl-5-[(4-(2-trimethylsilylethynyl)pheny]dipyrrin",,RRN 9294810,,515.75,,,0.078,toluene
P06,https://photochemcad.com/databases/common-compounds/dipyrrins,Bis(5-phenyldipyrrinato)zinc,,RRN 11327052,,485,,,0.006,toluene
P07,https://photochemcad.com/databases/common-compounds/dipyrrins,Bis(5-mesityldipyrrinato)zinc,,RRN 11327059,,487,,,0.36,toluene
P01,https://photochemcad.com/databases/common-compounds/dipyrrins,5-Phenyldipyrromethane,,107798-98-1,,208,,,,hexane
P02,https://photochemcad.com/databases/common-compounds/dipyrrins,5-Phenyldipyrrin,"meso-Phenyl-2,2'-dipyrromethene",118762-53-1,,432,,,,toluene
P03,https://photochemcad.com/databases/common-compounds/dipyrrins,"N,N'-Difluoroboryl-1,9-dimethyl-5-phenydipyrrin",,865479-43-2,,502.75,,,0.053,toluene
P04,https://photochemcad.com/databases/common-compounds/dipyrrins,"N,N'-Difluoroboryl-1,9-dimethyl-5-(4-iodophenyl)dipyrrin",,RRN 8641167,,515.5,,,0.23,toluene
P05,https://photochemcad.com/databases/common-compounds/dipyrrins,"N,N'-Difluoroboryl-1,9-dimethyl-5-[(4-(2-trimethylsilylethynyl)pheny]dipyrrin",,RRN 9294810,,515.75,,,0.078,toluene
P06,https://photochemcad.com/databases/common-compounds/dipyrrins,Bis(5-phenyldipyrrinato)zinc,,RRN 11327052,,485,,,0.006,toluene
P07,https://photochemcad.com/databases/common-compounds/dipyrrins,Bis(5-mesityldipyrrinato)zinc,,RRN 11327059,,487,,,0.36,toluene
,,,,,,,,,,
Q01,https://photochemcad.com/databases/common-compounds/porphyrins,H2P,Porphine; Porphin,101-60-0,,396.25,,,0.043,toluene
Q02,https://photochemcad.com/databases/common-compounds/porphyrins,MgP,Magnesium porphine,RRN 1226935,,402,,,0.058,propanol
Q03,https://photochemcad.com/databases/common-compounds/porphyrins,ZnP,Zinc porphine,RRN 1226937,,399,,,0.0084,ethanol
Q04,https://photochemcad.com/databases/common-compounds/porphyrins,H2OEP,"Octaethylporphyrin; 2,3,7,8,12,13,17,18-Octaethyl-21H,23H-porphine",2683-82-1,"Sigma-Aldrich, 252409",400,,,0.13,benzene
Q05,https://photochemcad.com/databases/common-compounds/porphyrins,MgOEP,Magnesium octaethylporphyrin,20910-35-4,,409.75,,,0.15,toluene
Q06,https://photochemcad.com/databases/common-compounds/porphyrins,CuOEP,Copper(II) octaethylporphyrin,14409-63-3,"Frontier Scientific, O40759",400,,,,toluene
Q07,https://photochemcad.com/databases/common-compounds/porphyrins,ZnOEP,"Zinc octaethylporphyrin; 2,3,7,8,12,13,17,18-Octaethyl-21H,23H-porphine zinc(II)",17632-18-7,"Sigma-Aldrich, 258423",404.25,,,0.045,benzene
Q08,https://photochemcad.com/databases/common-compounds/porphyrins,H2TPP,"Tetraphenylporphyrin; 5,10,15,20-Tetraphenyl-21H,23H-porphine",917-23-7,"Sigma-Aldrich, 247367",419.25,,,0.11,toluene
Q09,https://photochemcad.com/databases/common-compounds/porphyrins,MgTPP,"Magnesium tetraphenylporphyrin; 5,10,15,20-Tetraphenyl-21H,23H-porphine magnesium(II)",14640-21-2,,426,,,0.15,toluene
Q10,https://photochemcad.com/databases/common-compounds/porphyrins,ZnTPP,"Zinc tetraphenylporphyrin; 5,10,15,20-Tetraphenyl-21H,23H-porphine zinc(II)",14074-80-7,,422.75,,,0.033,toluene
Q11,https://photochemcad.com/databases/common-compounds/porphyrins,H2TMP,"Tetramesitylporphyrin; 5,10,15,20-Tetramesityl-21H,23H-porphine",56396-12-4,,419,,,0.088,toluene
Q12,https://photochemcad.com/databases/common-compounds/porphyrins,MgTMP,"Magnesium tetramesitylporphyrin; 5,10,15,20-Tetramesityl-21H,23H-porphine magnesium(II)",RNN 8608739,,426.5,,,0.17,toluene
Q13,https://photochemcad.com/databases/common-compounds/porphyrins,ZnTMP,"Zin tetramesitylporphyrin; 5,10,15,20-Tetramesityl-21H,23H-porphine zinc(II)",RNN 4648207,,421.5,,,0.039,toluene
Q14,https://photochemcad.com/databases/common-compounds/porphyrins,H2TTP,Tetrakis(4-methylphenyl)porphyrin [TTP],14527-51-6,,420,,,0.12,benzene
Q15,https://photochemcad.com/databases/common-compounds/porphyrins,(o-H2NPh)H2P,"Tetrakis(o-aminophenyl)porphyrin; 5,10,15,20-Tetrakis(2-aninophenyl)-21H,23H-porphine",52199-35-6,,420.75,,,0.091,toluene
Q16,https://photochemcad.com/databases/common-compounds/porphyrins,(ODC)H2P,"Tetrakis(2,6-dichlorophenyl)porphyrin; 5,10,15,20-Tetrakis(2,6-dichlorophenyl)-21H,23H-porphine",37083-37-7,"TCI, T1438",419,,,0.0019,toluene
Q17,https://photochemcad.com/databases/common-compounds/porphyrins,C6F5-H2P,Tetrakis(pentafluorophenyl)porphyrin,25440-14-6,"Sigma-Aldrich, 252921",417,,,0.032,benzene
Q18,https://photochemcad.com/databases/common-compounds/porphyrins,N-Confused tetraphenylporphyrin,N-Confused H2TPP,RNN 10319450,,440,,,0.00156,chloroform
Q19,https://photochemcad.com/databases/common-compounds/porphyrins,H4TPP2+,Diprotonated-tetraphenylporphyrin,,,444.5,,,0.14,benzene + TFA
Q20,https://photochemcad.com/databases/common-compounds/porphyrins,ZnTMP.+,Zinc tetramesitylporphyrin radical cation,,,412,,,,dichloromethane
Q21,https://photochemcad.com/databases/common-compounds/porphyrins,Protoporphyrin IX dimethyl ester,,5522-66-7,"Frontier Scientific, P590-9",408,,,0.1,methanol
Q22,https://photochemcad.com/databases/common-compounds/porphyrins,Hematin,,15489-90-4,"Sigma-Aldrich, 258318",385.9,,,,acetic acid
Q23,https://photochemcad.com/databases/common-compounds/porphyrins,Tetrabenzoporphine,,52952-31-5,,429,,,0,
Q24,https://photochemcad.com/databases/common-compounds/porphyrins,H2TBP(CO2Bu),TBP-beta-octa(COOBu)-Fb,RNN 10238035,,447,,,0.27,dimethylformamide
Q25,https://photochemcad.com/databases/common-compounds/porphyrins,ZnTBP(CO2Bu),TBP-beta-octa(COOBu)-Zn,RNN 10238613,,452,,,0.15,pyridine
Q26,https://photochemcad.com/databases/common-compounds/porphyrins,PdTBP(CO2Bu),TBP-beta-octa(COOBu)-Pd,RNN 10238614,,426,,,0.23,dimethylformamide
Q27,https://photochemcad.com/databases/common-compounds/porphyrins,H2TBP(CO2Me)Ph,TBP-meso-tetra(4-COOMe-phenyl)-Fb,,,469,,,0.027,dimethylformamide
Q28,https://photochemcad.com/databases/common-compounds/porphyrins,ZnTBP(CO2Me)Ph,TBP-meso-tetra(4-COOMe-phenyl)-Zn,,,471,,,0.01,dimethylformamide
Q29,https://photochemcad.com/databases/common-compounds/porphyrins,PdTBP(CO2Me)Ph,TBP-meso-tetra(4-COOMe-phenyl)-Pd,,,443,,,0.106,dimethylformamide
Q30,https://photochemcad.com/databases/common-compounds/porphyrins,ZnTCPH(CO2Me)Ph,TCPH-meso-tetra(4-COOMe-phenyl)-Zn,,,453,,,0.0005,dimethylformamide
Q31,https://photochemcad.com/databases/common-compounds/porphyrins,PdTCPH(CO2Me)Ph,TCPH-meso-tetra(4-COOMe-phenyl)-Pd,,,428,,,,dimethylformamide
Q32,https://photochemcad.com/databases/common-compounds/porphyrins,H2TBP(CO2Bu)Ph,TBP-meso-tetraphenyl-beta-octa(COOMe)-Fb,RNN 8824349,,483,,,0.018,dimethylformamide
Q33,https://photochemcad.com/databases/common-compounds/porphyrins,ZnTBP(CO2Bu)Ph,TBP-meso-tetraphenyl-beta-octa(COOMe)-Zn,RNN 8824926,,487,,,0.03,dimethylformamide
